label,text,id
1,Sarah May The cowardice of the Republicans elected officials and their voters is in full display . First the came for the immigrant I didn't speak out because I wasn't immigrant . Then they came for the muslims I didn't speak out because I wasn't a Muslim. Then they came for the transgender ... and there was no one to speak for Caitlyn Jenner but herself . This is how it will go under Trump,10751a1563e
0,"Not ""'Far Right"""" but Radical Militant Nationalists. Sweden is for the Swedes!",c16cbbfd3db
0,at least they are willing to fight for their country not like you an armchair warrior,5e8b83821b5
1,"Actually, we are letting them do it by giving it our attention. Like the Amish and Mennonites, ignoring and shunning sinners works for them, and shows the sinner they will not be tolerated. Stop buying from companies that are ""proud"" of these people, shun them for partaking in their sickness.",fe3576cbb4a
0,"People wonder who say they are ""nation shopping"" because they don't stay in serbia or hungary don't realize that they are not welcomed there! Why would you want to live in a country where you don't feel welcomed?!!",29cd26529c3
0,See a few dogs on here Lydnsy!!!,e9dbebcfd66
0,Calling me a whiner and saying I have it easy? You know nothing about me. Please feel free.to make political arguments but try to refrain from generalizations.,548f9e61278
0,http://www.washingtontimes.com/news/2013/mar/21/gay-marriage-supported-by-the-american-academy-of-/,b38fd4ade14
0,Awesome,3b50222c649
0,Wow - commentary from the people LEAST LIKELY to know wtf theyre jabbering about - Nigerian and religious head cases 🙄,3759c4a7607
0,They stole our idea,ea8a73d3e26
0,https://www.facebook.com/NowThisNews/videos/912323852191073/,7b94db3d0e1
0,america are taking some as well. worry about your own country,6d12512d8ff
0,salwa maliki Allah will punish you.,6142f3a1394
0,free everything. of course they will keep coming,46f0da27550
0,now germany is full of muslim,da08dd51370
0,9/11 was not orchestrated by refugees by the way.,2ee5a6fb36a
0,Pretty sure this is a quote from The Office guys.,d04107bcc8b
1,"Then take your punkass out there, TULIP!",555dd4d4ba5
0,"Beautiful pictures. I know they're not really 'priests', but the imagery is striking.",c4dbf6dcd4a
1,Then go to fucking Godland where those laws apply.,23c6c5acfab
1,so she not a Christian MUSLIMS GET HELL HOME,8be95265e75
1,It's overly loathsome & abominable !,0d66991ee97
0,"The migrants always use babies or little children as shields - should I believe to your version? The behaviour of Hungary is disgraceful. In italy we had migrants for so many years. Every week they come by boats, we shelter them and don't make walls.Many of them die in the water, ordinary people run in the water to save them. We have lot of controversies in ur nation cos many people don't want them to come, but while they land , and are in need, there is nothing else to do then shelter them with humanity, and this is what people in Lampedusa do. Hungarians know it very well as they were migrants htemselves during the period of their need back in the revolution in the 50s. Over 200,000 of them escaped looking for shelter in the western countries and now that few thousands are in need, they build a wall. Look at ho the hungarians were sheltered at that time. Short of memory? http://67.69.104.76:84/pinetreeline/metz/otherm2/otherm2-16b.html",32e4800d705
0,"So a widower and widow both over 50, shouldn't be allowed to marry because they cannot procreate?",771d74bef04
1,Attention seeking,62cc8da9708
0,HOW do gay people affect you???,8780e74cfbf
0,Why is there so much hate!!!,4f57f8983b3
0,Hahahaha love it Bruce you were right God has judged - there is currently a double rainbow over the white house - praise be 🌈🌈,ff1ee670aef
0,this is trump era. may be illegal in America.,48d07c54c8c
0,Big like,bf0c2385ec7
0,Never judge these people from their religion....they have the purest hearts!!,479e285acf3
0,Does this mean you're coming out,4c64fe2f9c8
0,I'm sure the number of people wanting to go and live in the US has gone down since Trump became president. Being divisive is only one of the many things he's doing that hurts the credibility of your country. Your country was respected and admired under President Obama. Not anymore...,eb15125e2da
1,"No, they wouldn't get in if the borders were secure. Glad you agree, we need to close the borders to Muslims. Great plan.",5c497a1ba92
0,I'm looking forward to the round-up and answer to the question...,c70f5384bd9
0,Ok ..hv fun guys,b57f31b2ce8
1,Disgusting,fe3d5c8f849
0,Will I even be qualified by then?,5de2c6ddeb0
1,"They can't even make the cell phone chargers be all of the same kind, so how can they handle big politics? :)",6ccc33e01b2
0,Well said.,6a721e68e1f
0,"For me not... And why Germany or EU should cry if u leave ur 1/2EU? Michaela... Economy? U know this? Why US$ and € fight to be cheaper? Because strong and cheap money is best for Economy. England have no economy. They have only Scotland. Be happy, that they was not leaving. Because? World we can only handle Together. And England do opposite with the World. Believe me... World is laughing :D",00335f6b135
1,"Child Abuse, mentally and physically. Very Very Wrong ! Children are not 'Objects', they are not 'Possessions'. Children are Human Beings with a Right to Equality in Life.",94c90b8a4f2
0,She's been attacked on here for being trans. Read the comments. Or don't. They're pretty vile.,a4dfeb8a3cf
0,Who are being discriminated against?,b8d3dcb442d
0,and what about god ?!god is Existing,16751ff0064
1,And you wonder why we dislike islam? Ali Hadi your an idiot,4a32ba840b4
0,George. I can't see any racism in these comments?,82ca615f4f5
1,You disgusting individual! I pity you and your ignorance and stupidity!,2972182598b
0,Oh that's original Rich Bennett lol. Have a great time all you wonderful people and ignore the cruel nasty comments on here. In face feel really sorry for the sad people,bcb7873eeeb
1,Dhimmi leftard!,59d998dc783
1,"It's the tosspots that we have in gov, that is the problem.",4189fd33ff6
1,"This is why that ISIS convoy in desert has no civilians. They're all going to breed and indoctrinate more, you have to cut the tumor out 100% or it grows back.",fd673d76418
1,Benefits,15eaf4b1489
1,It was Merkel who caused this .... She has went very quite. Hopefully the German people will remove her from power.,bbabb6738e4
0,"@Hassan: Abomination to your god, not my god.",54309bd0e2b
1,You are so stupid!,95d4f89b040
1,"Then take your punkass out there, tulip.",ab837c11183
0,Go to hill,5a7f1abb988
1,are those pervs abusing little boys too?,e7c613e9a5d
0,Happy Pride NYC!,c6eadd952a7
0,It's as a sign of respect,3652d1d102b
0,"Just because they stem from a radical nationalism and nazism, does that mean they still are?",ad00b36bde7
0,Very well said! I agree 100%!,95e4e36e6a1
1,My GOD Sweden has Leftie facists.. reading all this shite on here..I hope Muslims do take over your country and all you leftie swedes LOOSE everything.. never read so much shit in all my life!!,ec0a8584bf3
0,I have LGBT family I love. Just don't understand the need for a parade. Until I am perfect I will Never judge anyone. My son was hurt in Afghanistan. He continues to serve. He has had no parade.,1623a2a2f6f
0,This is a blasphemy and is not from Romania!!!!,678353d71f6
0,colourful...,dbc412358c1
1,"Women and children fleeing a war zone, this I can understand. But if it is war, why aren't the young men fighting the insurgents? And they should stop in the first safe country they reach, not continue on and on trying to reach a better standard of living and more handouts!",bbffd19bd01
1,Ur one of them.,07a5a082bb7
0,"We need to kill that old coward,",d50cad765bd
0,Kevin Wilson actually,64c77eb08ba
0,"FINALLY, a generous and decent post! Thank you.",81288bd2421
0,Hey Brad Lee I am with you on that 🇬🇧 much love from the U. K 🇬🇧🌈😊🌺,757213b6c8a
0,"not sure you have a true understanding of the mod/armed force/nhs budgeting there. Also many people in the armed force have eczema, it's just there are restrictions on what role they can serve in.",69606ce5eae
0,"Keep your uninformed comments to yourself, please, Gaines L.",cec5665a6d9
1,"So if I had a sword as my profile picture, being a Muslim you'd automatically say 'Terrorist wants people to die by the sword' Don't be so 'double standard'",6082d090e40
1,BULLSH*T!!! Perhaps the South-East of England and pockets of the North might agree.. but the 'Majority?' More lies dressed up as fact.. Stupid bloody Press!,7c27c1f7c69
1,Flake head,283ac3fcea0
1,"Is so sad that people are actually backing the new ways of sinning being invented by people who are sick in the head and yet claim knowledge of the Bible. Oh, humanity! Shame on us!",2630ef6e6af
0,Yes they do try for rich countrys.. Can't say different... I just made a correction for the similarity u made:p,24b352732db
1,ILLEGALS. and criminals.,fc3697553cc
0,That guy is only looking for attention and publicity. He came out quick with his statement.,1f3a585794d
0,Perfectly said.,aa448abcefb
0,I❤️NY,90d83939e70
0,The queen wears one just like it Philip John Mercer,fd147864521
0,REAL HISTORY www.iamthewitness.com/DarylBradfordSmith_Roths...,84d1e7a8248
0,There are more videos :) just have to open your eyes. :),02210f1ecee
1,Mary mother of Jesus is depicted wearing it in every portrait. Christians are such hypocrites,cf69b64843b
0,Our world is a global network borders all borders need to come down,56f84d267e4
1,"The man , who lied ton the press & the world , about being in the boat with them , along with there were fleeing from a safe country there had been in , for the last 3 years . Does he honestly belive people have forgotton the true story , He is doing more harm than good , to people that genuiely need help , by fronting this christmas messaged",666abc95e1f
1,"Dont lissen to these motherfuckers, they do NOT represent Sweden. They are just fucking stupid rednecks. Fuck SD (sverigedemokraterna).",6124d4147ad
0,👍👍,b1a8d43fc3f
0,From SF... YES!!!,4bcefd8324c
1,"These people do not in any way represent sweden, this is the face of the extremists of sweden.",bc0eec2d47c
0,How many have a skill Europe need...?,0640293a8b5
1,Liberal 'progressive' silly woman.,2498d53bed9
0,"The fact is the Syrians are not the majority migrants from Albania, Kosovo , Pakistan , Bangladesh ,IRaq and Afghans and many more make up the largest portion of the crowds http://ec.europa.eu/eurostat/statistics-explained/index.php/Asylum_quarterly_report",170ae8b2eca
1,Kid? Coming from an ignorant brat like yourself 😂 royal marines don't take women pal. Maybe when you stop playing cod you have a fkn clue what your on about. Till then jog on and pick up a book,bc0e48b63b6
0,"U.K. Would have to take 1,3 million in one year to be on the same level as Sweden. You really think they would want that?",82f88f8433e
1,"Oh, you mean the Christians? Well that religion sure got some nice origins. I especially like the parts about killing thy neighbor if he looks at your wife or stoning homosexuals or unfaithful people for that matter. Or did you forgot to look into ""the good book"", for that sure contains lots of nasty things the Christians god did (or had done) to those who disagreed ;-).",754c61be4ef
0,"That's the problem, Tom. They DO know.",0111e083cca
0,"They should keep doing this, eventually, they'll run out of men! They should sterilize any ISIS prisoners, any Muslims in general!",b512db1c985
1,"This issue has nothing to do with ""Religion"", but ""simple moral sense"". It is quite unfortunate that the United State of America is now easily influenced by muddy minds and ill-using the word ""Human Right"". With current trends, in our life time, you will see the same U.S. Supreme Court legalizing : a) the right of a father to legally marry and have sex with his daugthers. b) the right of a mother to legally marry and have sex with her sons. c) the right of a woman to legally marry and have sex with her dog (animal). d) the right of a person to walk totally nake on american streets. e) the right of couples to legally have sex on american streets. f) the right of workers to legally have sex in their offices. g) the right of a woman to remarry and without divorce. Yes! Because there are thousands of americans that are deeply and already involved in these (justifiable) acts and their RIGHTS need to be respected as well. In fact, a couple or coupling means so much in nature. Even in engineering, male-female coupling is the thing. Its gonna be a waste of time and psychopathic working out a female-female and male-male couplings. I believe you wont wanna fly in an aeroplane put together with such odd couplings.",3a6d68b2d99
0,Love is love ❤️,d7a5cb14162
0,God forgive you for this king like that,95e813cf35b
1,"No, they sign up to get a free sex change and drain our tax dollars just like every other liberal.",885c631e669
0,Omg the reason the lgbtq community marches the pride because of gay rights duh there isn't a straight pride because being straight wasn't against religious law,74ead0169ad
1,Coward put that vest on yourself come on do you not see how they brain wash you into giving your life but not willing to give his own,403aaba3c1d
1,Oh don't be such a sanctimonious moron.,6992f0cafa3
0,God does love everybody. Some people don't love God Some people think God is so small they have to kill to protect him Some people try to limit him by binding him in doctrine God is bigger cleverer wiser stronger than anything we can imagine because if wasn't he would not be God. So he does love everyone in a way we cannot even understand!,e7e7f2a2382
1,"you are reacting, showing a lot of class.",82cacee9293
1,"The story says many of the migrants want to travel to Germany and Sweden, and both those countries want the rest of the E.U countries to share the burden with them?...Are they kidding? Sweden is now the rape capital of Europe, and they want other sane people to follow their idiotic example. https://youtu.be/RZsvdg1dkJ4",15be7cdc0ca
0,"Amazing! I never knew christianity was still teaching hatred and intolerance. Two thousand years of progression, well done.",e0e09b33731
0,Sanne Claire,627cfc6a2bb
0,Get set free .,c90f9eb4eb5
1,More kow-towing to Islam. This is absolutely ridiculous.,0a501fab2b0
0,김선우 Ирина Беликова,8da40439b80
0,"One must not forget, that the Swedish Democrats only got 13% of the votes. That leaves 87% of the population not voting for them. Sweden is a peaceful country that unfortunately is facing a lot of threats lately. Racism combined with fear is a dangerous combination. A multicultural society can only benefit a country. The people need to embrace each others differences instead of fearing them.",d2bcca6a949
0,Jesting doesn't come across to well in text,53696328537
0,Nope. It's more petty than that: http://www.politico.com/story/2017/07/26/trump-transgender-military-ban-behind-the-scenes-240990,069af6dbdde
1,"There is no point in giving someone a plaster who keeps cutting themselves but not taking away the knife or educating them. These Muslims are running away from Muslim countries to the west, the evil sick Quran, hate preachers and sharia laws need to outlawed and banned, do not let the traffickers hate preachers build mosques and enforce shari laws in the Muslim only area they control in most cities as you are just moving the problem from country to country, the west there are escaping to needs to be the west with western values and beliefs not just anther rotten Muslim enclave",309f2b65ca1
0,"Some Pharisees came to him to test him. They asked, “Is it lawful for a man to divorce his wife for any and every reason?” 4 “Haven’t you read,” he replied, “that at the beginning the Creator ‘made them male and female,’[a] 5 and said, ‘For this reason a man will leave his father and mother and be united to his wife, and the two will become one flesh’[b]? 6 So they are no longer two, but one flesh. Therefore what God has joined together, let no one separate.” 7 “Why then,” they asked, “did Moses command that a man give his wife a certificate of divorce and send her away?” 8 Jesus replied, “Moses permitted you to divorce your wives because your hearts were hard. But it was not this way from the beginning. 9 I tell you that anyone who divorces his wife, except for sexual immorality, and marries another woman commits adultery.”",9dcb1b729b5
0,Sasha Little are you actually serious??? Every corps are Trained differently.,79d1fcd865f
0,Read Romans 1 in the Bible.,7b7a1ac55c4
0,None sense,720121471c3
0,"We know Trump refused to serve. There are already 15,000 trans people serving. This from John McCain : "" there is no reason to force service members who are able to fight, train, and deploy to leave the military -- regardless of their gender identity. We should all be guided by the principle that any American who wants to serve our country and is able to meet the standards should have the opportunity to do so -- and should be treated as the patriots they are.""",888d49c1676
1,Hooray Europe! Let's go to war again due to this peace project called EU.,f602e96d750
0,www.facebook.com/MrMehdiHasan/videos/1615264238726824/,2e9616ab121
0,Legalise all kinds of relationships between adults including polygamy. Then I'll not have any objection on gay marriage!,32a06101920
0,"As a British Muslim and people commenting on this, I thought I'd tell you all this has nothing to do with Islam! Islam goes against the killing of all innocent people! So do not think this is Islam!",b03dc631182
0,https://youtu.be/j06V3kdDikU,ef36dc21ddb
0,does your mum know you're up so late?,0b4ff98377d
0,What about polygamy?,acb97145002
0,Borders must be defended with deadly force if necessary.....Look at Malmo in Sweden to see the impact of unfettered Muslim immigration....I run the risk of FB banning me once again for having the temerity to criticise this culture/religion/political entity..,79d70636480
0,He's entitled to his opinion and beliefs. Just as much as those who believe in it.,c107e721b38
0,https://www.youtube.com/watch?v=bJ2w9PuIipc,bdc2ea4c75e
0,What to fight for?is it worth?,b25cc2adfbe
1,They also form ethnic enclaves where native Europeans dare not visit. It is colonisation by any other name.,a6ad633f327
0,"Hey, people are not allowed to enter a Romanian church shirtless!",82d7a2afbff
0,https://www.facebook.com/photo.php?fbid=1489354888056639&set=p.1489354888056639&type=1&theater,7324ececaa4
0,The aged care facilities in my health shire in Australia have this policy in place - strive to make all residents feel at home in spite of difference,888984aaafb
0,"Why do you haters have to comment? We don't want nor need your opinion! "" Do unto others as you would have them do unto you."" Go mow the yard n let go of your joy stick!",7da72e677af
1,God does say there an abomination to him don't misinterpret his Love,335069bbc43
0,"This is so unfair to Sweden, a country who has been very welcoming to refugees. Maybe the Arab countries should start opening their doors.",0336f7facdb
0,Same as my grandad did after ww2,c074ba43e8e
1,Europe should stop accepting Migrants now! It's not about whether they're Muslim or Christian. Some are just using it as an alibi! Their country should take responsibilities over their people! Many European people are also struggling with their lives!,eba4a0e8a12
0,isn't that called fgm or something similar,804f10ed2f4
0,"Ok, Yankee here. I knew Paul was being sarcastic and I soooooo wanted to get the reference!!!! UK The Office, yes? Now I extra double wanna watch it. I heard it's better than the one in the States, which I liked and I tend to loathe most sitcoms. Nice, Paul. 👏🏼",bc85a1f3eb4
0,😉,a8e76b9a45e
0,Refugee Crisis*,8d5e7d6de06
0,Blow or blowie Paul Nicholl 😂,dd5d159a1f0
0,Tony Obeid,6a10df4655a
0,"What's this, a joke with Orthodox Christians around the world???",f50f3b83054
0,Οπως ολα τα ΚΑΠΗ στην Ελλάδα !,35d63256c8a
1,"Also, your people were brought over as slaves and indoctrinated into believing in the Christian representation of a higher entity. None of the was a belief to the majority of the continent of Africa before Europeans and would-be Americans forced this upon every non-believer. Congratulations, you're the definition of a sheep.",4638795355f
1,"love has no gender....oh, and you're the one with mental problems here, not gay people. Do you pick and choose who you love? No, you don't, neither do they!",fd47ab77c22
0,and you think im christian? reading bible?...hahahahahahha,43084e2510b
0,. http://patdollard.com/2013/07/it-begins-pedophiles-call-for-same-rights-as-homosexuals/,dfb14d85aee
1,"Easy, he has many more children to preach the ""religion of peace"" to.",2653d2833b9
0,HAPPY PRIDE! BE SAFE AND ENJOY!,cdec06f1290
0,Its their country as well.,3fe94ca21ba
0,social engineering.,44130b4ae5e
0,"Trouble is that Britain needs the EU more, much more than the EU needs Britain. Even though the UK now has to pay two billion Euros to the EU according to the rules everyone, UK included, agreed to, without the special UK discount no other country is getting, itwould be almost double that. The UK is falling into the same trap we here in Switzerland are, we both think we're somehow special and the EU won't risk cutting ties with us but both countries may be proven terribly, catastrophically wrong.",90edd6ed400
0,If your religion is to hate people then get a new one,2d206b4953c
1,That's right. Therefore they are migrants and not refugees,6a301112ca3
0,Hay gente muy mal en este chat 😐,965ff2b92ac
0,Ted Gnaget Ahmed,aa2fe9d3679
1,"For the west to be longsighted and not support extremists groups at the sake of making money or short term goals. ISIS would not be anywhere as powerful as it is today if western powers didn't illegally occupy iraq and completely remove all army personnel and councillors. Borders were left open and many ex-soldiers started working with al qaeda to fight the occupation. Al qaeda was non existant during Saddam's time. It simply wasn't there. ISIS is an offshoot of al qaeda. The west supported and financed al qaeda against the Russians in Afghanistan. Also the west's attempt of removing bashar by supplying weapons to the ''moderate rebels'' in Syria was just stupid. A lot of these weapons ended up with ISIS making them stronger. We all know that the west supports Saudi Arabia, a big funder of extremists organisations. Saudi Arabia is the UK's biggest purchaser of weapons. The less powerful ISIS and Al Qaeda are the less propaganda there is to brainwash people with. There are many factors leading to the mess we are in and the west's middle east policy is one factor.",7b6d494f938
1,"We want out, Fed up with spineless politicians who have absolutely no idea about the real world, no control over the scum that comes into the country, they are not civilised, the way they treat white women and children. NO RESPECT.",b910761ad54
1,"Erectile dysfunction is different than mental illness , and yes! Transgenderism is a mental illness !",d7a0ccb9e50
1,Your sex orientation is not any of my bussines but if you are so proud of it them why are you are so intense in destroying it,25023f970ff
1,"They was in a safe country"" as soon as they left their own "" they now are a invading force"" breaking every international law by paying smugglers to smuggled them within other countries boarders"" hungry is in the right"" they have every right to defend their boarders ^^",5d47ea46582
1,Perhaps they could fight for your spelling instead? Dick,f1cae4f58f6
0,"The reason for that is partly that our judicial definition of rape is much wider and encompassing than others, and partly because it's relatively speaking very little shame or stigma in reporting a rape.",3e3181ca31e
1,Priest that raped little boys smh so sad. Making boys gay and not the happy sense of the word.,12c88d83ff5
0,Aha nearly tagged you in it ! Charlotte Daubeney,e5cb725485d
1,But not Gay or Lesbian,e53807e5fd6
0,You cannot dispute that. Anything else you would like to add?,43eb5d0725e
1,"the comments which come from brains of advocates of murder in the name of ""our country"" and ""our problems"" ignore the fact that development and migration are intrinsically related, that the capitalist system inherently develops unevenly, that the British regime is part and parcel of economic policies imposed on poor countries through various means (IMF, World Bank, support of dictatorships, freedom of their corporations to plunder, etc, etc), that the same regimes have played a significant role in aborting the attempt of the same people fleeing ""their countries"" in overthrowing the oppressive system at home (see the so-called Arab Spring, the elections, the NGOs, etc) all in order to maintain the status quo. Then you wonder why people flee and drown in the sea. It's the failure of a certain capitalist modality in large swathes of the world. Capital, a thing, is free to migrate anywhere, but humans are not. so, thank you all of you, bunch of murder apologists and defenders of your own oppressive barbaric regime in Britain. instead of attacking the Regime here and its criminality against its own population you are finding a scapegoat as it is an easy target demonstrating your complicity in barbarism.",53bd0aad599
0,"Raz Akram you're completely nuts, Europe is not destabilising Latin America, on the other hand they are business partners since Latin American economies are growing very fast. It's call business, now Mexico has opened its petrol and oil such as Brazil did or any other country in the word. Venezuela has full control over their petrol, that's why is helping them to survive their regime... There are no refugee escaping war, there is crime yes, but not war like the Arabs countries. The only difference is not only location, but the culture, you don't have wars there, no Chatolic State (such as Islamic State) exists there....",7aafecec3fd
0,"Such hatred and racism everywhere (all over the world) lately cannot stand it and will not keep quiet about it now! After all it is freedom of speech! Racism is a form of hatred it is the criminals in every nation that needs addressing and it is good to see when criminals are deported! This is where the problems really lie in Crime and NOT in Race!!!!!!! :-( :-( :-( :-( :-( Unfortunately Racism and Crime often go together ""Hate (Racism) Crimes - SAD :-( :-( :-( :-( Had enough had to voice my opinion on this matter!!!!!! :-( :-( :-( :-( THERE ARE GOOD AND BAD APPLES EVERYWHERE IN THE WORLD!!!!!!!! :-( :-( :-( :-( :-(",7e89de627af
0,"I'm swedish-Romanian too and have alots of swedish and other friends from all over the world, i feel like we all can live together. These swedish democrats just needs some knowledge and Love",dcbcb0cff21
1,"Not we, them the elite. They must all be punished. May is evil.",c31da40c942
1,Lock down the lot don't let no one in sort out our own problems first,94cd4359a12
0,"PASSION Y LUCHA ¡¡¡¡ DE LAS FLORES Y LAS ESPINAS !!!! ""AY LUNITA DE MI CANTAR"" ""QUE CURA TODAS MIS PENAS"" ""CON TU AROMA CELESTIAL"" ""PERFUMAS MI VIDA ENTERA"" ""HAMBRE FRIO Y SOLEDAD"" ""AHUYENTAN MI PRIMAVERA"" ""Y ESTA CRUEL ENFERMEDAD"" ""CLAVA DARDOS EN MIS VENAS""",aa0aa613126
0,Ban the gun laws Hilary Whitford?,c829b6efd7a
0,Source considered. Your comment is dismissed Rragwe Lloyd Baakile...,3b93a4c836e
0,Saudi and the UAE are not known to be welcoming countries. Why should we not take in our fair share of migrants. We (uk) are in large part responsible for what's happened in that part of the world.,fe46ee8ec65
0,Hijab,3e1230d20cd
1,"The way homeless romanian people are invading sweden even though we give the romanian government money to take care of the problem, we have them on our trains, outside every shop almost in the capital. Enough is fucking enough they are even stealing land from farmers wich they set up massive tent-camps on and ultinately contaminates the land. You retard communists is what have fucking ruined the entire EU, fuck off with your bullshit. SD 2018 <3",a993c232cfd
0,that is big matter for humanity!,0790327b269
1,Wanker,9509b51d338
0,whats wrong is that you can't just think of yourself and your own well-being. Also you can't just put together all migrants and describe them as if they were all the same,c74ab2d6bdf
0,I wanna be there!!!!!,e4fd08f8bcf
0,Nice pic :),24fb866c66e
0,That is sad and sick. We need to remove these extremists from the face of the Earth. They hurt anybody they can.,175c40f9c83
0,What exactly is orthodox about that,8177b29894e
0,How many Muslim drug dealers do you know?!,6f774925762
1,Abomination,afdc7dd5616
1,illegal migrants send them straight back,28966856456
1,Fucking disgusting these bendovers.,55681ecbd22
1,You lots should stay in your Islamic countries or go to all these rich Islamic countries than coming to disturb us here in the west. I cannot even trust any of you lots,68021bdd902
0,We need to restart earth scientists please let a restart earth many issues abound. am leaving for mars bye.,b8d2b5bd28e
0,do some research and try to understand. Do you realize that some humans are born with both male and female genitalia? Is that a mental illness? No. Some are born with a male body but a female brain and vice versa. How difficult is that for you? Imagine feeling like a man but looking like a women. What a horrible life.,f26d73832e7
1,Charlie Gard would be dead if he traveled to the US. How sick must you be to use a child with a rare genetic disease to push your own warped views. Utterly disgusting!,fe0c5bd5749
0,Where are the ghettos? I live in London and I have never encountered any. Actually life is pretty good 😊 - I don't think this person has a passport let alone visited London.,07c4f457832
1,UK = united kooks.,f9b6e400c91
0,😪,5cdd6883bbf
0,"This video show the real face of the SD, and especially called SDUmembers. SD try to show a democratic face to catch more voters,",911286f6ac7
0,Love u all,4aaeccf44d0
0,Being factually correct is the point. Personally i'd love it all to be none of my business but the same individuals seem to want to make it my business,9e4be8e41d9
0,"I am also romanian!All of the swedes I met are wonderful people,very open minded ,kind and tolerant ,I admire them and I trully don't believe this is representative at all.To me the guy who said he doesn't want to look like some ""filthy romanian""looks just like some naive teenager who rebels so he could get some sort of attention ,or to be applauded by his friends.Stop being so offended by this ,and please stop with the hate speech!!!!I wish u all the best!!!;)",be0dbc8cb8b
1,How the hell did he get so old? He should've blown himself up and he was a kid.,492b0360b75
1,"Swedish person here, I hope you understand that these people are idiots. I dislike a lot of people in our government, but these guys take the 1st place on pure idiocy.",e6d6ef6d0b9
0,Scotland would vote to stay in Europe. Watch this unfold ....,83a3464d9ce
0,"I think Sweden has to focus on integrating its own people a bit better, for Sweden have unwittingly cultivated serious psychosocial problems in its countryside. It is clear to see that this minority of individuals suffers from fear, and fear is what is continuing to drive their cause. It is fear they seek to plant in the hearts of the weak when they are campaigning, and they will go out of their way to do so and if I'm not mistaken - only so.",589835cdd02
0,👏👏👏👏,d1adc630b23
0,Fair enough x,9e9b4499f4a
1,"Dirty old cowards, why don't they blow themselves into hell instead?",111efd4f586
0,"it is understandable, even though it is clearly inappropriate. Like any culture, it feels threatened when it feels its being diluted and losing its sense of self, even though this very same culture eroded many other cultures along the way. The irony clearly escaping those who feel so.",030ad5906e3
0,There's only inhumans who hate,6561a73cecd
1,"Thank you The Guardian for calling the Sweden Democrats what they are, radical nationalists. They're a bunch of dicks.",1d3d74a935d
1,"it's not immediately clear from your profile where in the world you are but, in case you are American, I think it is worth pointing out that, in the last 50 years 10.5k people have been killed as a result of terrorism across the whole of Western Europe. How many US citizens have been shot and killed by their fellow US citizens since Jan 1 this year? I'm thinking it's not far off 10.5k. It's certainly on course to exceed 10.5k by the end of the year. And that's just those who have been killed as a result of gun violence - it doesn't include those who have been wounded or suffered life altering injuries. Or, indeed, those who have been murdered by other means. And, don't even get me started on the unholy mess the orange spangletwat and his cohorts are trying to make of your healthcare system. So...who is letting down who's citizens again?",74f15228553
0,"I don' get it. This is only on the news because good military people are suddenly not going to be that. That's obvious, so it sounds like you have a personal issue rather than pretending otherwise!",5789a306fa9
0,אווווווו... רחמים!,93df99f7ba4
1,"I'm responsible for what I say not how you feel about what I say, and when I say I'm not espousing hate, you can take that for what it is, a fact. I harbour no ill will to anyone who doesn't mean harm to others, and unless you've had your funny bone removed I was obviously making a joke, because you know what Caitlin Jenner the reality tv star looks like a burns victim. Bruce Jenner was an accomplished athlete, I have respect for one not so much the other. Of course everyone poos you cretin, I'm saying kids should be sorted by their gender into which toilet they go to, if a shemale wants to use the gents, that's fine with me, or vice versa.",db9814bc1ef
1,Stupid People Same Sex Marriage Is just just So Stinky ANd Stupid,b5fca7e29a4
0,"Wasn't there an article from earlier saying how we generally overestimate by a significant margin the number of migrants? Secondly, a lot of these migrants actually work hard, contributing into our economy. Thirdly, all of us are migrants or descendants of migrants in the UK. Most of us will, beyond a doubt, have Roman, Viking, Dane, Norman, Jewish or Anglo-Saxon ancestry. So, what's the problem? The fact is migrants are by and large the easy scapegoats for our collective problems. We need to move away from the blame game and recognise what is really going on.",81bc6c0f947
0,Yet you have made the statement that you are heterosexual....,d3241524d2d
1,Stick to keeping your ignorant mouth shut,e52970815a7
1,Why? What are these supposed intelligent people trying to prove.,77ceef67452
0,"Happy Pride New York!!!! from Dayton, Ohio!!!",941b18ccfef
0,Poor you... 😁😁😁,ff815d9fa26
0,"Sorry,but there's a big difference between the romanians and the roma.The romanians have a full history,Vlad țepeş(Dracula),Ştefan Cel mare,etc.And the gypsies(roma) who are nomands from India, and in history they were slaves for Constantinopol.",52fbc418f4b
1,@josephinetolentino they are dogs! Anyone that brainwashes children to commit acts of violence or hate are dogs and should be locked up!,c7e3803ffed
0,"Off the top of my head I can think of at least three gay kings of England. If it's a bandwagon, it's an old one...",22b0551bae3
0,Let's be kind people,67c8a697258
1,"God created man and woman, man and woman created law, law is what will protect them then let law be it.",00a1a8b5cd1
1,"Does Caitlin Jenner really feel happy looking like a burns victim with fake tits and a mans voice, was that really preferable to being a handsome accomplished athlete?!?!",4de58a9a273
0,but that wasnt what she said was it...she also said we worship the same God...no she is wrong...she said what she was doing and you changed it to suit you.,0b28cc35c2f
1,How can I show solidarity with our Muslim brothers? Blow up a bus?,de23e83d436
1,"And I don't want to live in a world where people as stupid as Tom Jackson live, but hey, we can't always get what we want.",6b07d422880
0,"The man on the BBC news now has talked the most sense i have heard, put him in charge!",d763e3aa9f4
0,"Oh believe me, I know these people don't rep Sweden in any sense. I know the swedes are some dope ass people, not the butholes with a stick up their dicks.",da9ce3dfa86
