,label,text,id,count_chars,count_words,count_sentences,count_emojis,count_at,count_hash,count_words_avg,count_sentences_avg,text_length
999,1,"Propaganda? Sure. Educate yourself about the IS properly before you write such rubbish. Look what they do in Syria (and Iraq etc), the Paris attacks were nothing against it. Those who flee (at least 99% of them) are normal people who fear for their and their family's life. Not terrorists. And not people who spread propaganda, all they want is a life without fear. Be happy that you have this priviledge.",3252d14d388,405,71,8,0,False,False,4.71830985915493,8.875,405
1004,0,"Sending them back to... where exactly? I doubt there is anything left where they came from and I guess they like ISIS just as much as you do. Plus, according to your logic whoever gets them will still become the next ""rape capital of Europe"". So if you have a ranking, who shall be raped?",c22254c7c9a,288,55,4,0,False,False,4.254545454545455,13.75,288
1008,0,"Humans law mistakes that's why they are called human beings excuse me, what? Please explain this logic. We need God? Well he hasn't been around for the past few years and many of us are doing pretty well.",d2791da68b4,204,38,4,0,False,False,4.394736842105263,9.5,204
1010,1,The problem with gay people is that they get mad at those who view their acts differently. I thought it's a free world where everyone can express themselves freely but also i have noticed it's only a pro-gay freedom.,df61344a7cf,216,39,2,0,False,False,4.564102564102564,19.5,216
1013,1,"The population of London resembles something from a third world slum, anyone who's ever been there can see this, these people also bring third world problems with them like lawlessness, and disease, feral children run our streets bringing knife crime, drug abuse and violence with them..",c0d78b41ab2,287,46,1,0,False,False,5.260869565217392,46.0,287
1020,0,"if u work on explaining the difference between sex and gender, and mental illness, working through the definitions will be an education and develop ur understanding",04884a8dc8b,164,26,1,0,False,False,5.346153846153846,26.0,164
1023,0,"Laurence, that's not the way to get through to people. Yes, they're hateful but they are capable of compassion and alienating them by going down to their insulting level won't help at all (even if it does relieve some stress...).",77b3ab3a3b8,229,40,2,0,False,False,4.75,20.0,229
1036,1,"A Japanese bank calculated the cost to the German tax payer of ONE of these people over 12 months and it is in the region of €16,000! The kids are just tools to get benefits and without proper paper work and testing how can a family relationship be proven? The Romanians stopped large mobs of Bangladeshis on the Hungarian border.",7aae9af45b3,330,60,3,0,False,False,4.516666666666667,20.0,330
1039,0,Those who served in the military are a very small percentage of the population also. When you see coverage of a soldier serving in the mid-east (an even smaller percentage of the population) do you feel that the media coverage has gone too far? Are those men and women risking their lives being shoved down your throat?,231867ac750,319,57,3,0,False,False,4.614035087719298,19.0,319
1041,1,"It may also mark the beginning of the end for a people who have failed to learn from history. They know it is unGodly, but they don't care and that is why i'm even more afraid because no one tries God and go scot-free and i am sure they are ready for the price...but they may not be the ones to tell the story...",767b6086270,312,64,2,0,False,False,3.890625,32.0,312
1044,1,"But here in Hungary we can't share ANY burden like that either, the minimal salary here is only about 400 USD!!! People with some good certificates (those who has the chance to study at all!) can earn more then this, but this country is just not enough wealthy to give these ""migrants"" enough benefits, this country is enough european and 1000 years old, christian and an amazing culture, but our authorities say just like you all could read above, 80% of these migrants are not even syrian! They protested loudly here in the heart of our capital which was lived even by the Roman Empire, that they want to go to Germany, because here it'""s like Guantanamo !!! So if I scream and shout enough loud that I want to go to England, and I act like a hoard, will I be invited to London? I agree helping people escaping from war, but most of these people are NOT escaping from any war. Many from Pakistan, from African countries even.",486c08858b0,927,170,8,0,False,False,4.458823529411765,21.375,927
1046,1,"those young adults ( kids of Muslim immigrants ) that killed all those people in Paris .. and most other places .. where all kids of Muslim immigrants .. These are facts , deal with them rather than yammping on about Nazi tosh",9a9c4d1ec46,226,43,2,0,False,False,4.27906976744186,21.5,226
1047,0,So when the world has grown enough to handle and even value difference then we might not need safe spaces. Notice how I say difference not different opinions? Being LGB or T isn't actually an opinion.,8f66398095e,200,36,3,0,False,False,4.583333333333333,12.0,200
1048,0,"Actually Mulya, I can. Many of the cases have reported by this very newspaper. I believe Uganda is alluded to. http://www.guardian.co.uk/world/2011/may/09/lesbian-corrective-rape-south-africa Corrective rapes in Uganda http://www.washingtonpost.com/wp-dyn/content/article/2010/12/11/AR2010121101527_3.html?sid=ST2010121102919",b0652b3554a,325,26,4,0,False,False,11.538461538461538,6.5,325
1049,1,I will always look at these things as being abnormal but i will also respect the choice that people make because i believe God gave us Free Will so that we can choose our own paths in life so if one chooses to be X or whatever thats for them just dont bring this to my face and ask me to support it or accept it because i will never do that but i will respect a fellow human being.,eb731e90283,381,80,1,0,False,False,3.775,80.0,381
1053,1,"These are Hillary Clinton’s main Donors: Citigroup Inc, Goldman Sachs, DLA Piper, JPMorgan Chase & Co. Money Corrupts politics. Hillary is just another Republican CUM DUMPSTER. Bernie Sanders is not for sale.",e6bb59c38c8,208,32,3,0,False,False,5.53125,10.666666666666666,208
1058,1,Azim you are absolutely right regarding the cause for all of this misery... The CIA should have stayed the hell out of everyone else's business... But behind the CIA is the new world order and George Soros... People are waking up to the truth ... And they got everyone fighting everyone else while they steal everybody's freedom😡😎,79ae7bcd5d1,330,57,3,2,False,False,4.807017543859649,19.0,330
1061,0,"They dont look to discuss, the left only wish to silence others. Well we can see where that has been getting them cant we. Hence the term ""the silent majority""",b88357939b8,159,30,3,0,False,False,4.333333333333333,10.0,159
1063,0,"really ?? Hmmm well the people living down the hall from me is still living and he stopped being a Muslim 3,years ago and he's just fine . Are you sure about your facts ??",5163bf18384,171,35,5,0,False,False,3.914285714285714,7.4,171
1065,0,"Dear friends, We do all kinds of art work framing in Uae Please visit our page and see the different types of framing works.. If you have any enquiries please Contact : 971504693920 Mail : info@vintageframesdubai.com Pick up and Delivery also available... https://m.facebook.com/Vintage-frames-saeed-1667319413480849/",586599b2548,317,43,2,0,True,False,6.395348837209302,21.5,317
1068,0,"I've just written exactly the same thing (before reading your comment). It strikes me as spectacularly odd....or perhaps I, as a straight man, should do the same, and others may follow my lead? Mind boggles....",212ea1529f8,210,35,3,0,False,False,5.0285714285714285,11.666666666666666,210
1072,0,"Send troops to reinforce the entry's in Europe, the countries they are in is in safe zones, if they continue to move forward shoot to kill, as this is regarded as invasion.",3585607dd2e,172,32,1,0,False,False,4.40625,32.0,172
1074,1,"this is not romanian ortodox calendar , is catholic , and priests from romania are against gays and gays marriages. this is rubbish news against romanians. now uk is like hitlers germany , you are the new nazies. disgusting country and people",9f4b54afc87,242,42,4,0,False,False,4.785714285714286,10.5,242
1077,0,"Alex Braclau Adrian Adrian Adrian wtf? do they mean the Romanians that protected the west from invasion and have developed some of the world's most important ideas and technologies? Think they're confused. Although the whole anti-immigration sentiment is ridiculous in itself. Immigration has proven beneficial in the long run, the ones that are hard-working and/or intellectuals tend to be of much more benefit to a country than a great of deal of their own native citizens..",910e91bf744,476,76,5,0,False,False,5.276315789473684,15.2,476
1086,0,You do realise no-one is forcing you to marry another man? It's quite ok for you to marry a lady if you prefer. That's what it's about. People marrying who they choose. I hope you find the right person for you.,7d927e27c11,210,41,5,0,False,False,4.146341463414634,8.2,210
1097,0,"It's 2017 wasn't his argument, Eliot Loyd. He used the phrase to support his argument. The current year is relevant because it reminds the reader what knowledge is available to humanity at this point.",45b3b604144,200,34,3,0,False,False,4.911764705882353,11.333333333333334,200
1098,0,"'A border is an imaginary invisible line. At some point, someone sat down and said ""Whoah! Hold on, everyone! I just imagined an invisible something SO IMPORTANT that if you refuse to imagine the exact same thing, then we all get to kill you!""' - Dinosaur Comics",71501de4031,262,47,5,0,False,False,4.595744680851064,9.4,262
1102,1,please don't quote your fictional book as it is a text that others must value. You are an ignorant bigot. You have the right to be so. But you do not have the right to provide a service to the public and then discriminate against the public because of your bigotry.,57e12fb20b4,265,51,4,0,False,False,4.215686274509804,12.75,265
1111,0,"Too late now, to worry about why these people are homeless, ?? the whole reason is not popular to admit to , poverty and unrest is normally because someone in their system has robbed them of peace and wealth !! Poorer while the rich are making a mint......",f1aedc63563,256,48,5,0,False,False,4.354166666666667,10.0,256
1112,1,"Strange that, Khalil. Almost all the countries which practice FGM are muslim countries. Maybe you should stop being disingenuous about some of the practices happily carried out by the followers of Islam? Or are they not true ""muslims""?",5eee7671714,235,38,4,0,False,False,5.2105263157894735,9.5,235
1113,1,Gays aren't gay at all....most of them are hugely dysfunctional disturbed individuals....they flaunt their sexuality to cover their demonstrable inadequacies,7c4592d3369,157,20,1,0,False,False,6.9,20.0,157
1116,1,"Around 3% in the USA but they try to spread their sickness on 97% of the USA population Homo or trans - homo it doesn't matter , that's all the same , these are sick human creatures who lost their own identity and who are agressively pursuing their sickness as some type of ""norm "" and they should be stopped from doing that",06bd53528c5,324,63,1,0,False,False,4.158730158730159,63.0,324
1117,0,"There's no need to hate on them. If they're happy, leave them alone. Focus on your own life and stop bringing others down. I'm straight but I have every bit of respect for the lgbtq+ community. 💞",45254189dd9,195,37,5,1,False,False,4.297297297297297,7.4,195
1122,1,as a white British straight (single ;) ) male who wants to join the RAF I just hope that I dont get people in my squadron come up to me and hope that I treat them like spacial snow flakes while I'm pushed into the dirt by feminazis because of all of my 'privileges' if someone comes up to me gives me all this 72 genders crap I'd just tell them to try and lead a life tha dosent turn the world into a meme,47387e1ab7d,405,85,1,0,False,False,3.776470588235294,85.0,405
1133,1,Leaving their woman and children behind to their own fate as they come to europe. How do the one world lefties debate that ine when crying about the poor immigrants,92af9432cdf,164,30,2,0,False,False,4.5,15.0,164
1136,1,"The SAS has all my respect, they are awesome, very well trained and efficient. Unfortunately you missed my point when I was mocking the British top brass that said they welcomed and were proud of the presence of transgenders in the English armed forces, this is pure madness for a lot of reasons.",93c200060f5,296,53,2,0,False,False,4.60377358490566,26.5,296
1139,0,"I absolutely love logical fallacies. First, educate yourself about the subjectivity of morals and ethics in so far that every culture creates, maintains, and reinforces them differently. Merely 100 years ago, someone of your ethnic origin would not be entitled to state your opinion based on ""moral grounds""... obviously and rightfully this moral landscape has since been abolished. Wouldn't you agree? Then wouldn't it be possible that your current moral compass is misaligned? Second, whose God are you referring - surely you're not qualified to speak upon his/her behalf? Please do not hide behind religion - be straight forward and state these as your opinions. This way it's much easier to attack you instead of looking like a atheist. Nothing against God, just you. Third, assuming you are capable of intelligence, like we all are, then have you ever once tried to take a pragmatic approach to your beliefs (aka consider its practical implication)? Or are you just regurgitating the content you were force fed? Seriously, sit down and think: if homosexuals are really destined for hell anyways, what's the point in wasting your time on a Facebook comment section? Are you contributing to the ultimate good?Can't you just go about your day and revel in the fact that you're living the righteous life? Fourth, filth?! Surely you have the capacity to have developed a vocabulary far more extensive than this. Fifth, truth...? Your opinion is more appropriate. There are are currently +7 billion of them on this planet. What are the chances yours is the right one? Last, those in glass houses shouldn't throw stones. Pious facades are such an unappealing trait.",790c805e445,1663,273,21,0,False,False,5.095238095238095,13.0,1663
1141,0,"So who are our friends outside the EU? The Americans despise us but want our soldiers as cannon fodder. The Africans hate us because of Empire - who can blame them. India is interested in the USA and China. China is interested in India and the USA, though we might be a useful little colony in the future. South America hates us because they all side with Argentina. The old white Commonwealth countries are building their own regional alliances. Middle Eastern countries know we are only interested in their oil and pay for it only because we are no longer strong enough to steal it. So our future outside the EU will be to do a trade deal with Rockall and Antarctica",7d20d2f64bb,668,122,9,0,False,False,4.483606557377049,13.555555555555555,668
1149,0,"I know I say a lot of contentious stuff on here, but my honest and well considered opinion is that until the ECB reflate the economies of France and Italy, to show that they are pulling with us, we should have a cap, so that our GDP is never affected adversely by the influx. I have no problem with feeding hungry mouths, unless I am starving.",ce99db66c9f,343,66,2,0,False,False,4.212121212121212,33.0,343
1160,1,mohammmm. Typical Mohammedans reply. With a name like yours I Suppose you don't like those who are anti refugee because you think they are anti Muslim ? Our homeless are a little more important than imported homeless by the way.,c3495273cb8,228,40,4,0,False,False,4.725,10.0,228
1168,0,"Nu puteti ca si buni crestini sa fiti naivi si sa credeti minciunile lor !!!!!!!! Este o blasfemie , o insulta la adresa ortodoxiei noastre!!! D-zeu si Maica D-lui sa ne ajute !!! Sa ne apere copiii ! Si sa ne pazeasca sa nu ne INDOIM NICI O clipa din viata noastra de DREAPTA CREDINTA ORTODOXA ! Iar cei care aduc astefel de ofense , blasfemiaza si fac jocul satanei sant fii ai intunericului . NOI SA UMBLAM IN LUMINA !!! Nu va lasati dusi in eroare de schizofrenicii astia. Si ca BUNI CRESTINI CE SANTETI : LUATI ATITUDINE !! NU-I LASTI SA NE BATJOCUREASCA !!",b09d783b0b6,562,106,15,0,False,False,4.311320754716981,7.4,562
1169,0,"I am yet another who live in Malmö, in what I assume you are calling a NGZ, though I have never heard it called such, in Seved, on Rasmusgatan, and while it's not perfect, it is a lovely rich community to live in.",9a6c0632ce4,213,43,1,0,False,False,3.9767441860465116,43.0,213
1170,1,"What are you backing up? Say it. Say I hate Muslims period and quit trying to defend your actions with examples of terrorism. In the United States, I'm much more concerned about being shot by a mentally deranged white man with a legally purchased gun and not a Mexican immigrant which come here by the millions yearly.",49cc981ebbb,318,57,4,0,False,False,4.5964912280701755,14.25,318
1173,1,"Am sorry Paul Jervis, i am incapable of dumbing down that low, i have given you the simplest answer i could for you, you need to read, try it, you might learn something, atleast i think so, good luck.",97c01dcfca2,200,39,1,0,False,False,4.153846153846154,39.0,200
1179,0,"it's the language, most people in the world can speak English, tell ya what i would defo employ someone who as walked across a desert and braved overcrowded boats, and all the abuse they suffer on their way here, don't reckon they would ever be late for work ;) still more people leaving the country then entering. The figures are not that scary tbh, the highest in communities is 10% of the population being migrants, WORKING...paying their way. Britain is a beautiful country, it as always had an edge to it, i love it's diversity . We are all one big fucked up family ;))",ecbd66a98ee,574,105,4,0,False,False,4.476190476190476,26.25,574
1180,1,"Magnus: ""They're the same rasict skinheads with swastikas on their sleaves from before, now they just dress up..."" Yeah, in 1996, SD actually had to ban ""uniform like clothing"" (including ""marching boots"" [equivalent to Dr Martens] and bomber jackets). Ever since then they've been wolves in sheep's clothing.",94657b71077,309,48,2,0,False,False,5.458333333333333,24.0,309
1189,0,"Dont know where you're from but this is for once a real fucking TRUE COMMENT. Integration is not working, its as simple as that. If it worked better we would be able to receive even more",d6c1f383654,186,36,3,0,False,False,4.194444444444445,12.0,186
1193,0,i didnt need to.The page is british page.The question wasn't directed to you. It was for Jaclyn not you.So don't jump on any wagon and learn to mind your own business.,f338abe6277,167,31,2,0,False,False,4.419354838709677,15.5,167
1204,1,a survey came out today. 25% of young Muslims have sympathies with Isil. That says to me and many others we should take no more people that follow Islam.,d6bd825180f,153,29,3,0,False,False,4.310344827586207,9.666666666666666,153
1206,0,"Unfortunately older people are statistically much more likely to be bigoted when it comes to accepting difference, and at their stage of life they're unlikely to moderate their views either. Remember it was illegal to be gay until 1967; many of today's pensioners will have grown up in the 1940s and 50s when the powers that be would give anyone found engaging in homosexual behaviour the choice of prison, a mental hospital or 'treatment' in the form of chemical castration or sterilisation. Not a happy period in our history.",cf8680618b7,527,89,3,0,False,False,4.932584269662922,29.666666666666668,527
1207,1,"Uruguay accepted 8 families. They don't adapt, complain all the time and cause disruptions. One of the families had enough money and went to Turkey - because what they really want is Europe - and since Turkey didn't let them in, they stayed 2 weeks at the airport and came back to Uruguay.",ecbd53a5ff7,289,53,3,0,False,False,4.471698113207547,17.666666666666668,289
1212,0,"Natural? Are you sure that's not just the aftermath of individuals being brainwashed by a mind-numbingly controlling and traditional society ? Oh wait... you wouldn't know, it's clearly already worked on you.",ef48ec4b530,208,32,3,0,False,False,5.53125,10.666666666666666,208
1213,1,"Does this ideology preach that women are second-class citizens and homosexuals are criminals? If we're talking Sweden Democrats here, you're not far off. They're quite famous for being sexist homophobes. For instance: 1. If a child's parents were to die, they should be replaced with one woman and one man. (You know, because LQBT people are ""sexual deviants, not normal, and will never be normal"" according to SD Björn Söder, second deputy speaker of the Riksdag. The same guy that's saying Jews, Romani and Sami people can't be Swedish.) 2. Same-sex couples and single people should only be able to adopt a kid if they're closely related to it, or if they already have a parent-child relationship with it. 3. No abortions after 12 weeks of pregnancy. 4. Major strategic cuts and legislations forcing women to stay at home with their litter of kids, like income splitting. Oh, and they fight secularism, because ""CHRISTIAN VALUES!!"" Girl with Russian name I can't copy/paste on my dumbphone (Ivana?): Compared to Russian state media known for spreading propaganda, yes. Alexander: 12.9%, polls say shit (15.7-25%), especially three years before our next election.",7d7ee09e5ee,1164,189,17,0,False,False,5.164021164021164,11.176470588235293,1164
1217,0,"Didn't the rest of the world except China and Japan already started seeing the E.U. is the perfect and quiet managing control tower against the Muslim Brethren, backed by the U.S. military forces!!? hhhhhh so weird",a9f4fa85bb9,214,36,3,0,False,False,4.972222222222222,12.0,214
1218,0,"Yes & No voters .. Please ingnore these Bullies, they will Harass & intimidate. Allow Equality to Rule, and cast your vote. The LGBT students should be ASHAMED of their actions & violence.",59d9d668967,188,33,4,0,False,False,4.7272727272727275,8.25,188
1221,0,Susan Nicol High jesus did not die on the cross and to suggest that he did is disrespectful to me as a muslim as jesus is one my 25 named prophets in the qur'an,e3f487ac691,160,34,1,0,False,False,3.735294117647059,34.0,160
1223,0,"Since people can't see the forest from the trees they think this is just another reason to cry and scream about social justice. If this is suddenly an issue for you, then where are you on the following which will/can disqualify you from service: ADHD Needing insulin shots Having bad teeth Color blind Bad eye sight Having flat feet Depression I could go on and on, the list is quite extensive. Here's the thing, the military views the effectiveness of soldiers on their cost. It cost money (tax payer money at that) to pay for soldier X's insulin or soldier B's ADHD meds. If they don't take their meds they are a liability to not only themselves but to the other soldiers around them on the battlefield. Being on extremely expensive hormone therapy can cause extreme side effects including osteoporosis, fatigue, increased risk of diabetes and heart attacks/strokes, weight gain, decreased muscle mass, anemia, and memory loss. So not only an expensive treatment, but potentially extremely expensive side effects...I haven't even touched the possible mood swings and other behavioral effects which again would be all on the tax payer's dime. So the military isn't going to pay for your possible surgeries or your drugs, much like it won't for a multitude of other things. So before you get your panties in a bunch, why aren't you out there protesting for the ""rights"" of colorblind people? The answer is cause it's not the hot topic of the moment. The military isn't your social experiment, and for all it's faults it may have I can't see where you would classify this any differently then trying to maximize effectiveness. A lot of people don't realize how picky the military actually is.",fe2d29e2932,1691,288,12,0,False,False,4.875,24.0,1691
1226,0,"Excellent, bring on the new ghetto. An easy way to deal with the 'problem' in the future, no thanks I prefer to make them expend some energy on finding me....... paranoid from .... Peterborough .... best get off this for a start🙀😳",b106874e1e6,230,42,2,2,False,False,4.5,21.0,230
1232,1,"If it's always 'Nothing to do with islam' ??? Then there must be some hell of a 'mixed message' in that book along the way as Is open to 'negative interpretation' for the reason that all of the utter human abominations of Terrorist acts as have been carried out over many years now and also - the death cult as is Isis - ALL have relied on quoting - using or perverting the word of Islam - as their reason / justification for carrying out the evil murders and maiming as they have done - as though somehow 'the word' of THAT Book the Q'uran 'Justifies' their actions So please on any credible basis - ""How"" can people carry on trotting out the now frankly preposterous mantra of ......'Oh ... this has NOTHING to do with Islam' ?? Cos if it ain't ? Then there's one helluva lot of dead Moslem murderers who died - killing innocents and believing in their own heads that it had EVERYTHING TO DO WITH 'Islam' This murdering scum died shouting 'Aluha Akhbar' - Not 'Jesus wants me as a Sunbeam' 😡",41de5944b0f,993,187,6,1,False,False,4.315508021390374,31.5,993
1239,1,"But in fact not everyone actually is loving god. They're rejecting God who gave us life, they are rejecting human nature and replacing it by unhuman sort of dirty behavior where man could marry man!!! Please stop this systematic destruction of our humanity. Now every psycho would ask to legalise his crimes in the name of liberty, I am waiting the day pedophiles could realise their illness!!! STOP THIS UNHUMAN BEHAVIORS",8011197ae00,422,71,5,0,False,False,4.957746478873239,14.2,422
1240,0,They're only third largest because around 12-14% (don't remember the exact number) of the Swedish people voted for them. The rest voted for other parties!,a228084807e,154,25,2,0,False,False,5.2,12.5,154
1244,0,"I think the main argument is that the medical treatment costs a lot of money, so it's being treated as a pre-existing condition. Kind of like how having kidney failure or asthma would exclude a person because they require health care to be paid for. The US military doesn't want to pay for the treatments I guess.",da85a52e37b,313,57,3,0,False,False,4.508771929824562,19.0,313
1246,0,"I work with elderly people and I know many who have had to ""go back in the closet"" on entering a care home, not daring to display pictures of a deceased partner or talk about their previous life. The risk of physical violence is real as dementias often involve a degree of disinhibition.",12c301ed770,287,53,2,0,False,False,4.433962264150943,26.5,287
1247,0,It's easier to blame immigrants than to explain that the neoliberal project followed by successive governments has been an abject failure for everyone except the top 1-10% of the population.,0f634caf13a,190,30,1,0,False,False,5.366666666666666,30.0,190
1248,1,LOL literally LOL. Too absurd to bother commenting on. Number of gay people who have died as a result of the wrath of god 0. Find a sensible argument or give up.,5954d7ef0fd,161,32,4,0,False,False,4.0625,8.0,161
1250,1,your opinion is wrong and you could have saved face by doing a quick Google search. Also as an American Army veteran your ignorance offends me so I felt compelled to set you straight.,8ede24c1cae,183,34,2,0,False,False,4.411764705882353,17.0,183
1258,1,Kids asleep in the bedroom next to the room of 2 blokes chock a block up one another. That's bad enough. For us to say YES is even worse. Kids don't need to see and hear this behavior. My vote is NO.,28ee399ef0c,199,42,5,0,False,False,3.761904761904762,8.4,199
1259,1,"I think EU immigration is fine as the will integrate. Not so sure about rest who come with 'traditional' medieval ways alien to Westerners. They cause problems, violence, hate & harm & cost us in more ways than money, although we pay through nose there as well. EU anyday.",973d084c872,272,49,4,0,False,False,4.571428571428571,12.25,272
1260,0,"it wins? by intimidation and physical assault? That isn't love, it's outright illegal...and love has nothing to do with marriage. And common knowledge, civil unions have been legal here in Australia for over 3 decades, with the same rights as a married couple...learn your fight beofer you try to fight for lies",921f0bdc8b7,311,52,4,0,False,False,5.0,13.0,311
1261,0,"Given the numerous scandals over the years involving so called pillars of society, normal has never actually existed in the socially perceived form you espouse.",4e3470ce5d7,160,25,1,0,False,False,5.44,25.0,160
1264,0,"Look at it this way. They are not forcing gay OAP to go here, it is optional. Like going to a gay club instead of straight club. Sunday entertainment with drag queens lol",e1d05d3152f,170,33,4,0,False,False,4.181818181818182,8.25,170
1268,1,She says places like the Uk are thriving in there multiculturalism but yet they cause so much violence demand there own laws cause riots If someone speaks bad of them have no go zones and encourage extremism? Yep there doing so well!!,5af67440382,234,42,3,0,False,False,4.595238095238095,14.333333333333334,234
1269,0,Fab you do onow there are myriads of occupations in the services. From mechanics to hairdresseres to photographers to weapon analysts. None see active service. They are trained in all forms of warfare in basic training. Pass out. Then go on to train at the job they have signed up for. Not all join as pongos or bomb busyers,65704c43e6e,324,59,7,0,False,False,4.508474576271187,8.428571428571429,324
1270,0,"But barring Middle East 'peacekeeping', or whatever the British involvement is in the Middle East, we aren't at war. Why would we need a standing army the size of British forces during that era? We can barely afford to equip the service personnel we have.",f8557bda9b2,255,45,3,0,False,False,4.688888888888889,15.0,255
1271,1,"Turkey had already opened its doors to this guy, he wanted more so put his kids on a boat from Turkey, he was by all accounts only interested in jumping the queue into Canada and gettting free dental treatment.",24aae633d2a,210,39,1,0,False,False,4.410256410256411,39.0,210
1272,1,If the Arabs would agree to get along with each other there would be no crisis. It is a Arab problem not the rest of the world. All you do is kill people cut heads off have no tolerance for other religions don't mix and it someone else's problem. Saudi can help you and other rich oil States .,33b3bcd424e,293,59,4,0,False,False,3.983050847457627,14.75,293
1275,0,Except maybe the person who is quoted here and the thousands of transgender soldiers already in the army and the cis service men and women they serve with that support them?!,57604cf0039,174,31,2,0,False,False,4.645161290322581,16.0,174
1277,0,I have no compassion for these ppl there told that the country full but there pushing in other ways. They dont respect our rules that a good enough reasion not to let them in. Border control should use tear gas more often,9b356ff6794,221,42,3,0,False,False,4.285714285714286,14.0,221
1278,0,"they didn't find another 'filthier' example for that? For sure in Europe and around her are more filthy people than us,but it seems very easy to find responsibles and blame another for the shit that is happening nowadays in these northern countries.",178e9dbbe15,249,42,2,0,False,False,4.9523809523809526,21.0,249
1279,0,But when trump was campaigning for presidency he said nice things about the LGBT community. Im sorry to all the transgenders that voted for him especially Mr Kardashian .Just kidding l don't give a rats @$$,23ff45a9f37,206,36,2,0,True,False,4.75,18.0,206
1281,1,"I think they meant gypsys and not romanians. In Sweden political correctness has changed the word gypsy into ""rom"", because they want to upgrade them from bottom of society. Sweden is more or less like east-Germany, and Sweden democrates are the only opposition. The other 7 political parties all agree that mass-immigration is good for Sweden, although its destroying our country. So, these boys need to study the english language a few years more!",278c69c845e,449,74,5,0,False,False,5.081081081081081,14.8,449
1286,1,"No Cynthia you do not KNOW at all.. you believe. Please do not assume I have not studied the bible. I hold oxbridge theological qualificatìons and spent a year studying St Marks gospel alone. As usual, the arrogance is astounding.",cd9aa8e11cc,230,40,4,0,False,False,4.775,10.0,230
1287,1,"we have a saying in Malayalam Language..I would do the best to translate it for you... Moquito loves to suck the blood even if they are sitting in the milk oozing cows udder HERE no blame on the ""mosquito"" as that's his real nature.",c1c0767b0e9,232,44,1,0,False,False,4.295454545454546,44.0,232
1288,0,"the simple answer to your question could be that the default or norm is heterosexuality (after all only a small percentage of people are homosexual) and thus this is what we assume of people we meet. We interact with them accordingly, for example by flirting or even going so far as to imagine marriage. It is therefore useful for our surroundings to be able to adjust our expectations. For example (perhaps a poor one), if I am entirely color blind (which very few people are), what would be the use of searching for a beautifully colored present for me? If I assume your hearing is perfect, I would talk to you, perhaps even with my back to you, but what if you weren't? If you know your friend is a devout Muslim, would you invite her over for pork chops? Having different abilities or desires, doesn't change the fact that you are a human and should be treated with the same respect as all other humans, it just means that in some daily interactions we may need to change our behavior towards them.",cd353f163d4,1002,183,7,0,False,False,4.48087431693989,26.142857142857142,1002
1290,1,"Before the coming of somali refugees in the northern kenya,the place used to be friendly for all, christians, atheists and Muslims ,but now the place is only good for muslims.its suicidal to go northern kenya if you can't recite their prayers. Besides that ,with the establishment of Somalia refugees also came numerous terror attacks .Europe should wake up as earlier as now and preserve itself from destruction. I pity Europe so much",c399173b73b,435,72,3,0,False,False,5.055555555555555,24.0,435
1291,1,"No decent anthropologist would even use the word ""civilization"". And no decent anthropologist would use the word ""European culture"". There is no one European culture. There is Hungarian culture, Polish culture, French culture - and within those you have countless distinctive regional differences. No decent anthropologist would call Islam savagery. A decent anthropologist knows history of religion and history of Islam well enough to understand the subtle nuances. He knows that there are countless peaceful Muslims living around the globe. He understands the diversity of theological schools within Islam. He understands the diversity within the Middle East. So I'm sorry, dear ""American majoring in anthropology"", but you simply suck at what you do.",9a0b8769a47,753,113,10,0,False,False,5.672566371681416,11.3,753
1296,1,"so single parents are bad for children? Are you aware if the study that showed children of same sex parents were happier and more tolerant than children of opposite sex couples? I know little things like facts, data and evidence are like cancer to religion but since we are talking about a real world issue and not some imaginary god I thought it was worth mentioning. The reason Christianity is dying out is because of your archaic views. Also since you are so religious can you tell me how many slaves you think it is appropriate for you to own, I mean if we are being religious and all?",da44ff99649,589,109,5,0,False,False,4.412844036697248,21.8,589
1297,1,"Swedish people are simply tired of the problems many savages bring in from third world religious backwards countries, they want the old clean peaceful sweden back. They are tired of the drama and issues and that hundreds of thousands of people move into their country each year and there aint no homes and jobs and the healthcare is fuckedup",380d5d87a0a,341,59,2,0,False,False,4.796610169491525,29.5,341
1299,0,Steve ..the jobs have been taken away by machines and technology to a large degree. Do it yourself cash machines..check outs...etc....no apprenticeships.....don't forget millions of Brits live in other countries.Spain ..Australia...Canada..America...The NationalHealth has been held up by people from other countries .The government love it when we blame the immigrants ..let's them off the hook. I am writing this in Australia where so many people around me are Brits and other Europeans. We all try to do the best for our families,d151a9bf68f,532,82,4,0,False,False,5.5,20.5,532
1300,1,"More immigrants! More crime More mosques More islamisation of the UK More sharia law More child grooming More poverty More filth on the streets More women with covered faces(if they are women) More burden on the health departments More burden on the benefits departments More fraud More corruption More Islamic schools More so called ""community centres"" More terrorist More extremist More chance of having your head chopped off! More like Karachi and Gaza everyday Your choice or is it really! https://victorspen.wordpress.com/2015/03/30/the-seeds-of-jihad/",5deca46ac6b,557,81,4,0,False,False,5.888888888888889,20.25,557
1301,0,You really need to do more research...out of context doesn't tell the whole story.....https://www.nasa.gov/content/goddard/nasa-study-shows-global-sea-ice-diminishing-despite-antarctic-gains,7366822f890,190,14,1,0,False,False,12.642857142857142,14.0,190
